Ni,Al,Co,Cr,Mo,Nb,Ta,Ti,W
24,8,24,14,0,12,12,6,0
44,4,24,18,0,4,0,6,0
50,2,8,10,0,6,4,10,10
40,0,8,18,8,10,0,6,10
50,2,4,14,10,6,2,6,6
40,4,8,10,0,8,12,10,8
38,6,4,18,10,12,2,10,0
62,0,12,10,0,4,2,8,2
26,8,16,14,8,10,4,8,6
40,2,24,10,2,4,2,12,4
32,8,24,14,2,2,4,10,4
44,8,4,14,10,6,2,8,4
42,0,12,10,6,2,8,12,8
30,8,16,14,4,10,10,8,0
40,4,0,18,10,12,4,10,2
50,8,0,10,10,8,0,12,2
28,0,20,10,10,4,6,12,10
42,0,4,14,8,4,10,12,6
48,8,8,10,8,4,0,6,8
60,0,16,10,2,0,2,6,4
46,6,8,18,8,0,0,6,8
46,2,20,10,2,0,2,8,10
34,8,16,10,0,6,12,8,6
46,0,4,18,6,0,10,8,8
42,8,8,14,4,2,4,12,6
36,6,12,18,6,4,2,6,10
30,4,16,18,6,6,4,6,10
36,4,16,14,2,2,4,12,10
62,2,4,14,10,0,2,6,0
58,2,12,10,4,0,4,6,4
30,0,8,18,8,10,12,6,8
28,2,20,10,10,10,2,10,8
68,0,0,10,4,0,2,6,10
24,8,20,10,8,2,10,10,8
52,2,4,14,10,4,0,8,6
20,8,24,14,10,4,2,12,6
50,4,0,18,0,6,12,10,0
48,8,4,18,0,4,4,6,8
24,6,12,18,2,12,10,8,8
24,6,20,18,4,4,6,8,10
34,8,24,10,2,2,4,8,8
50,8,4,10,10,2,2,10,4
42,2,24,10,0,6,0,12,4
50,8,0,14,6,6,4,6,6
28,8,24,10,0,12,12,6,0
44,6,0,18,6,8,12,6,0
24,8,20,14,8,2,12,8,4
50,4,4,10,4,10,4,8,6
66,0,0,10,4,0,10,6,4
62,0,8,10,2,0,8,6,4
62,2,16,10,0,2,0,6,2
40,6,4,14,8,12,6,6,4
50,0,0,18,2,12,0,12,6
38,0,8,18,8,2,8,8,10
48,8,4,18,0,2,4,10,6
28,6,16,10,0,10,10,12,8
58,2,12,14,0,4,0,6,4
56,6,0,14,10,2,0,6,6
22,8,24,18,0,12,0,8,8
48,0,0,18,8,12,0,6,8
56,0,0,14,10,4,0,8,8
48,2,8,10,10,4,0,8,10
22,8,24,18,8,6,6,8,0
20,8,24,14,4,4,8,10,8
62,0,12,14,0,0,2,8,2
28,2,16,14,10,10,0,12,8
28,8,8,18,6,6,12,10,4
36,6,8,14,2,12,6,10,6
56,4,0,18,2,2,2,8,8
44,8,0,14,6,10,12,6,0
56,2,0,14,10,4,0,6,8
36,6,12,14,4,0,12,8,8
36,0,12,18,2,4,8,10,10
54,0,16,10,6,0,0,12,2
50,4,4,14,4,8,0,8,8
30,0,16,14,4,6,12,8,10
42,2,8,18,10,0,6,6,8
34,0,8,18,4,12,6,12,6
32,4,8,14,10,8,12,8,4
40,4,12,10,0,6,10,10,8
38,6,8,14,10,8,2,10,4
50,6,0,18,8,2,4,12,0
76,0,0,10,6,0,2,6,0
34,6,8,18,10,6,6,8,4
34,0,16,14,10,2,8,8,8
34,0,12,10,2,12,12,10,8
42,8,4,18,10,0,10,6,2
38,8,16,10,8,0,8,12,0
30,8,24,10,6,6,2,8,6
32,0,16,14,10,2,8,8,10
44,6,12,10,10,0,0,12,6
60,4,8,10,2,0,6,6,4
28,8,12,18,8,0,12,10,4
44,0,0,18,8,4,12,10,4
58,6,12,10,4,0,0,6,4
42,6,16,10,6,2,0,8,10
52,2,4,14,10,4,0,6,8
24,6,16,18,6,4,10,8,8
64,2,4,14,2,0,4,6,4
50,2,0,14,6,12,2,8,6
48,0,4,10,8,6,10,8,6
20,8,24,14,8,2,10,10,4
26,6,24,10,4,0,10,10,10
26,8,24,10,2,12,0,10,8
20,2,24,14,8,0,10,12,10
52,8,4,10,2,6,4,8,6
24,8,24,18,0,10,8,8,0
38,8,4,14,8,0,12,12,4
50,8,0,14,2,8,2,12,4
44,4,0,18,8,8,4,10,4
64,4,12,10,2,0,0,8,0
30,8,8,18,0,12,12,6,6
42,8,24,10,0,4,0,12,0
42,0,8,18,10,2,2,8,10
48,8,0,18,6,10,2,8,0
52,8,0,10,2,12,2,8,6
54,4,20,10,0,2,2,6,2
24,8,24,18,0,8,4,10,4
50,4,0,18,4,6,4,6,8
34,6,16,14,10,0,4,6,10
28,8,24,14,10,2,2,8,4
20,6,24,14,8,6,2,12,8
28,4,12,18,2,10,10,10,6
44,6,0,14,8,12,6,8,2
68,4,4,14,2,0,0,8,0
26,0,12,18,6,12,10,8,8
34,6,16,14,4,6,4,8,8
48,6,4,10,2,2,12,10,6
42,2,0,18,4,12,10,12,0
34,8,4,18,8,12,2,12,2
40,6,0,18,2,12,8,10,4
30,4,12,18,10,10,4,6,6
52,8,4,10,0,8,0,12,6
56,2,16,10,4,0,4,6,2
22,8,24,10,10,6,6,10,4
22,4,12,18,4,12,12,10,6
34,0,12,10,2,12,12,8,10
48,2,16,14,8,0,2,6,4
40,2,4,18,10,4,8,10,4
48,4,0,14,6,10,6,6,6
54,0,0,18,0,0,10,10,8
28,8,20,18,2,12,2,8,2
30,8,24,10,8,2,10,8,0
26,8,20,18,6,2,2,12,6
36,8,0,14,2,12,12,12,4
74,0,0,10,0,0,8,8,0
60,0,0,10,8,2,0,10,10
58,8,12,10,2,0,0,6,4
36,8,20,10,6,2,12,6,0
38,4,8,14,10,10,2,10,4
52,4,0,10,8,8,4,10,4
48,8,4,18,0,2,10,10,0
50,2,4,18,2,2,2,12,8
32,8,24,10,2,0,8,10,6
56,4,0,14,0,2,8,8,8
68,2,4,10,2,0,6,8,0
32,8,24,14,4,12,0,6,0
42,2,24,10,4,0,4,6,8
44,4,12,14,6,0,4,6,10
68,0,8,10,2,2,0,8,2
66,6,8,10,0,2,0,8,0
38,4,8,10,10,8,8,10,4
52,6,0,10,10,8,2,8,4
20,6,20,18,8,10,2,6,10
40,0,12,14,10,4,0,12,8
28,4,16,14,6,8,4,12,8
54,2,0,18,0,2,4,12,8
68,2,0,18,6,0,0,6,0
30,2,16,10,6,6,12,12,6
38,4,12,10,2,10,6,10,8
42,8,8,18,0,6,4,8,6
30,8,24,18,4,0,0,12,4
52,2,20,10,0,8,0,8,0
40,4,4,18,2,2,12,12,6
26,8,20,14,4,4,8,12,4
34,4,20,10,4,6,0,12,10
38,6,12,10,6,12,2,8,6
36,8,20,10,0,2,6,8,10
22,6,16,14,6,8,12,10,6
50,8,4,10,0,8,6,8,6
24,8,24,10,10,10,6,6,2
24,8,24,14,6,0,8,10,6
40,0,4,18,6,4,12,10,6
38,8,8,18,8,8,0,6,6
36,2,4,18,4,8,12,10,6
80,2,0,10,0,0,0,6,2
28,4,24,10,2,10,0,12,10
46,2,0,18,4,4,8,12,6
24,6,16,18,8,4,8,8,8
54,0,0,14,6,4,4,10,8
44,0,0,18,2,10,12,6,8
36,0,12,18,10,0,6,8,10
36,8,8,18,0,2,12,12,4
56,6,0,10,0,10,2,10,6
30,8,24,10,8,4,2,6,8
42,6,0,18,0,12,10,10,2
30,8,16,10,4,12,6,8,6
52,2,4,10,6,8,0,12,6
30,8,16,10,10,10,8,8,0
42,4,8,10,8,12,2,8,6
38,4,16,10,6,0,8,10,8
20,8,24,14,10,2,8,8,6
32,0,16,14,4,8,8,8,10
62,0,12,10,10,0,0,6,0
32,8,20,14,2,10,2,10,2
40,8,8,18,0,12,4,6,4
34,0,12,14,10,12,0,8,10
70,0,0,18,0,2,4,6,0
54,4,20,10,0,4,2,6,0
42,8,4,18,2,2,12,10,2
44,4,12,14,6,0,2,8,10
34,8,0,18,4,12,10,12,2
30,8,16,14,0,6,8,8,10
40,4,12,14,6,8,0,8,8
30,4,16,14,10,2,4,12,8
36,6,4,18,6,10,8,12,0
32,4,16,10,6,8,6,10,8
62,4,8,10,2,0,4,8,2
44,6,8,18,0,8,0,6,10
38,8,16,10,6,8,0,6,8
42,8,4,14,8,8,2,10,4
44,4,12,14,4,2,0,12,8
24,0,20,10,6,8,12,12,8
30,8,24,10,8,0,8,8,4
30,6,12,14,10,6,10,6,6
44,4,4,18,0,12,2,8,8
40,8,12,10,8,6,4,6,6
24,8,20,18,2,6,0,12,10
44,6,0,18,0,10,10,6,6
46,0,4,14,2,12,4,8,10
32,8,16,18,0,6,4,6,10
62,2,8,18,0,0,2,6,2
28,6,16,18,2,0,10,10,10
72,0,0,10,2,0,2,6,8
24,8,24,10,8,12,2,6,6
56,2,12,10,6,0,2,8,4
26,4,16,14,2,6,12,12,8
40,4,0,18,6,12,6,12,2
52,6,0,10,0,8,8,10,6
56,4,0,10,0,12,2,8,8
42,8,4,18,4,4,12,6,2
40,2,8,14,4,8,10,6,8
36,2,12,18,8,4,0,12,8
24,8,20,18,10,2,10,6,2
42,2,4,14,10,10,2,12,4
44,8,4,18,4,6,6,6,4
40,0,12,14,4,10,0,10,10
24,2,24,14,6,4,6,10,10
60,0,16,10,0,0,2,10,2
48,0,0,18,4,10,4,8,8
20,8,20,14,8,10,6,6,8
32,4,12,14,10,12,4,6,6
30,6,16,14,0,4,12,8,10
60,6,0,14,0,0,4,8,8
44,0,4,14,6,8,8,10,6
26,6,16,18,8,8,0,12,6
48,0,20,10,2,6,2,12,0
40,6,8,18,0,8,4,12,4
40,4,12,14,8,6,0,8,8
28,8,16,14,8,6,4,8,8
32,2,20,10,8,8,0,10,10
24,8,20,18,0,6,10,8,6
36,0,4,18,10,8,8,12,4
44,2,8,14,8,6,0,10,8
22,8,24,14,6,8,0,12,6
50,6,4,10,8,0,6,12,4
42,8,4,10,4,12,4,12,4
40,0,8,14,10,8,4,8,8
44,4,0,18,6,12,6,6,4
68,2,4,14,2,4,0,6,0
52,8,0,14,0,6,4,10,6
48,8,0,18,0,4,12,8,2
40,8,20,10,0,8,2,10,2
24,8,20,14,2,10,8,6,8
46,0,8,10,6,2,12,8,8
58,2,0,14,4,4,2,6,10
36,8,12,10,6,4,8,10,6
50,4,4,14,6,0,6,6,10
40,2,12,18,4,0,2,12,10
36,8,12,10,10,10,4,6,4
30,8,20,18,2,0,4,12,6
44,8,0,14,2,6,12,10,4
58,4,0,10,2,2,8,8,8
34,6,4,14,10,8,10,12,2
42,4,4,10,10,12,8,6,4
62,2,4,14,0,0,2,6,10
72,4,0,14,0,2,0,6,2
42,6,0,14,10,4,12,10,2
38,0,0,18,10,10,12,12,0
22,6,24,10,4,6,6,12,10
34,8,20,10,0,8,10,8,2
44,8,4,14,10,6,0,10,4
58,0,0,10,6,4,2,12,8
32,6,8,18,2,8,10,12,4
46,8,0,18,8,8,0,12,0
32,0,12,14,6,10,8,12,6
64,0,0,18,2,4,0,6,6
38,6,8,10,6,6,12,8,6
48,8,0,18,0,4,8,6,8
28,8,24,14,4,6,4,10,2
24,4,20,14,2,12,2,12,10
40,8,4,14,4,8,10,6,6
68,2,0,10,0,0,0,10,10
36,8,16,10,10,4,2,6,8
48,4,0,18,2,12,8,6,2
30,0,12,18,10,8,8,6,8
46,2,4,14,10,4,8,6,6
38,8,8,10,8,10,6,8,4
24,4,20,14,4,2,12,10,10
48,8,0,18,2,12,0,8,4
42,2,4,14,10,6,8,8,6
50,4,4,14,0,2,6,12,8
24,0,20,18,0,10,8,10,10
38,6,12,10,8,10,0,10,6
20,8,24,18,4,8,4,12,2
48,4,4,14,6,8,0,8,8
38,6,8,18,4,10,0,10,6
34,8,24,14,6,2,6,6,0
28,6,20,10,2,4,10,10,10
34,8,20,10,2,4,6,12,4
24,4,16,18,6,12,4,8,8
60,2,8,10,6,0,6,6,2
24,8,16,18,2,12,10,6,4
24,0,16,14,6,12,8,12,8
36,8,12,18,0,8,10,6,2
44,0,8,18,6,2,6,6,10
70,4,8,10,0,0,2,6,0
46,0,0,14,10,4,12,8,6
54,0,16,10,2,0,2,8,8
34,0,12,14,10,8,8,6,8
26,6,24,14,10,2,2,6,10
32,6,8,18,6,10,2,12,6
38,6,16,10,0,12,0,8,10
40,6,4,10,6,10,12,8,4
26,0,12,18,8,12,8,8,8
24,8,24,18,4,12,0,6,4
32,6,8,18,10,12,6,6,2
32,0,12,10,10,12,12,6,6
20,8,20,14,6,12,2,10,8
20,8,24,18,4,2,12,10,2
44,0,8,10,10,4,8,10,6
40,6,8,14,2,4,10,8,8
48,0,4,14,6,4,6,12,6
52,4,0,18,6,0,4,8,8
20,8,24,10,10,10,4,6,8
46,0,8,14,2,6,4,12,8
44,2,8,10,6,12,0,10,8
36,6,12,18,10,4,0,8,6
28,8,16,14,8,2,8,10,6
28,8,20,10,2,10,10,8,4
50,8,0,14,8,2,8,6,4
36,6,8,10,8,8,12,8,4
38,6,8,14,10,6,4,8,6
26,6,16,18,8,4,2,12,8
24,0,16,18,10,12,6,6,8
42,4,0,18,10,6,8,12,0
34,8,20,14,0,4,0,12,8
32,8,8,14,4,6,12,10,6
38,8,8,10,2,10,8,10,6
38,4,0,18,8,12,10,8,2
24,2,20,10,10,12,8,8,6
50,6,4,14,8,4,0,6,8
34,0,12,18,0,10,6,10,10
56,4,4,14,2,0,2,8,10
36,2,8,18,2,8,10,8,8
68,0,0,10,6,0,2,8,6
40,4,4,18,10,4,10,6,4
42,2,12,10,8,4,2,10,10
44,4,8,10,0,4,12,12,6
36,8,20,10,8,0,4,12,2
72,0,0,14,2,0,6,6,0
50,0,4,10,4,4,12,6,10
42,4,8,10,6,8,8,8,6
24,8,24,10,6,6,4,10,8
32,6,20,10,8,0,6,8,10
40,0,12,10,6,8,4,12,8
60,0,0,10,8,0,6,8,8
50,2,4,10,8,4,4,12,6
32,8,16,18,6,2,6,6,6
52,2,0,14,10,0,8,8,6
26,6,20,10,10,8,6,6,8
48,8,8,14,0,4,0,10,8
70,0,0,14,2,0,0,8,6
36,0,4,18,10,12,10,6,4
36,2,12,10,8,12,6,6,8
52,0,16,14,0,0,6,8,4
42,0,20,10,4,0,8,6,10
28,4,16,10,8,6,10,12,6
36,2,8,14,4,8,10,12,6
22,2,20,18,10,0,8,12,8
52,2,8,10,0,6,0,12,10
54,8,0,10,8,6,2,8,4
22,2,20,14,6,6,12,8,10
32,8,20,14,4,4,10,8,0
54,0,12,18,2,0,6,6,2
22,4,24,10,0,12,8,10,10
28,8,20,18,0,2,4,12,8
36,8,16,10,0,6,10,8,6
24,8,20,18,6,12,4,6,2
36,2,8,18,8,8,6,8,6
34,8,20,10,2,2,2,12,10
58,2,12,10,2,0,0,8,8
28,4,12,14,10,12,8,8,4
44,4,4,18,2,8,2,12,6
42,0,8,14,10,2,10,6,8
20,8,24,14,8,6,6,6,8
50,0,0,10,6,10,8,10,6
50,0,4,14,8,2,8,6,8
46,4,24,10,0,2,2,6,6
22,8,16,18,8,10,4,6,8
28,8,24,10,0,8,4,12,6
52,0,12,14,4,2,4,6,6
24,8,24,10,6,4,4,10,10
34,8,12,10,4,12,6,8,6
50,6,0,14,8,4,8,6,4
32,6,16,18,8,0,0,12,8
24,8,24,10,8,0,12,10,4
46,2,4,14,2,10,4,10,8
44,2,24,10,0,6,0,10,4
38,8,12,14,8,4,2,8,6
38,2,12,10,6,6,12,6,8
52,2,0,14,6,8,2,10,6
24,8,20,14,8,2,4,12,8
40,4,4,10,8,10,8,12,4
40,8,16,10,4,2,6,12,2
36,8,16,10,2,0,12,6,10
36,0,8,18,0,12,10,10,6
56,0,12,14,0,4,2,6,6
60,2,0,14,0,6,0,10,8
52,2,12,14,2,2,2,6,8
36,2,16,10,8,10,0,10,8
24,8,24,14,8,4,4,12,2
64,2,8,18,0,0,2,6,0
24,8,24,10,4,0,10,12,8
28,8,16,14,4,2,8,12,8
54,4,8,10,6,0,0,8,10
24,8,24,18,10,2,0,6,8
32,8,16,14,10,2,0,12,6
54,0,12,10,6,2,0,8,8
42,8,4,14,6,0,12,10,4
24,2,20,10,4,12,8,10,10
42,0,20,10,2,6,6,12,2
68,0,12,10,0,0,0,10,0
58,4,0,10,2,8,2,10,6
44,2,0,18,10,4,10,8,4
40,8,8,10,10,6,2,12,4
38,8,24,10,0,8,0,10,2
34,4,12,18,8,6,2,8,8
22,6,20,10,6,8,12,8,8
48,2,4,10,6,12,0,12,6
36,4,16,10,2,10,0,12,10
36,6,16,14,4,6,0,10,8
60,4,4,10,0,4,0,8,10
44,6,12,10,10,0,4,6,8
42,0,8,14,0,8,8,12,8
32,4,8,14,10,6,10,12,4
46,6,0,18,4,8,10,8,0
20,6,20,18,6,6,8,6,10
26,8,16,18,6,4,8,8,6
40,8,20,10,0,4,2,10,6
30,8,20,10,4,8,12,8,0
34,6,12,14,8,10,4,6,6
50,2,0,14,4,6,10,6,8
44,4,24,10,0,12,0,6,0
36,8,16,14,0,4,8,10,4
40,8,4,18,4,6,4,10,6
34,0,12,14,8,10,4,12,6
46,2,4,18,2,8,4,6,10
46,2,20,14,0,2,6,6,4
26,6,20,14,0,10,2,12,10
36,8,8,18,6,2,8,10,4
70,2,8,10,0,0,0,10,0
32,0,8,14,8,10,12,10,6
22,8,24,10,2,6,8,10,10
44,8,4,18,6,8,0,12,0
26,0,16,14,10,4,10,12,8
32,8,16,14,6,0,6,10,8
68,0,0,10,6,6,0,6,4
36,8,16,10,4,6,2,10,8
30,8,20,14,0,8,10,8,2
54,2,12,10,4,0,8,6,4
50,0,20,14,0,2,0,12,2
28,4,20,14,8,4,4,10,8
22,8,20,18,4,10,2,8,8
44,4,8,18,8,0,2,10,6
46,4,0,10,10,8,12,6,4
22,2,20,14,4,8,10,12,8
28,0,12,18,2,12,8,12,8
20,8,24,18,4,6,6,8,6
22,8,24,10,6,8,10,8,4
24,6,24,10,10,8,0,12,6
50,4,0,18,8,4,4,8,4
30,6,8,18,10,6,8,10,4
20,4,20,14,4,12,10,6,10
52,2,0,14,8,2,10,6,6
42,0,20,18,8,0,0,6,6
48,4,4,14,2,0,12,8,8
58,2,16,10,4,2,2,6,0
34,8,4,18,8,6,12,10,0
66,2,0,10,0,0,2,10,10
52,0,4,10,10,4,2,8,10
30,8,12,14,8,4,8,12,4
50,6,0,14,6,4,6,8,6
26,8,20,10,8,0,10,12,6
44,0,20,10,0,8,0,12,6
42,6,4,14,2,8,8,10,6
30,6,12,18,6,8,4,8,8
24,8,24,10,6,6,10,6,6
30,0,16,10,10,10,8,6,10
44,0,20,18,0,0,2,8,8
44,6,8,14,8,0,4,8,8
52,8,0,14,10,6,0,6,4
40,4,8,18,8,6,2,8,6
26,8,24,10,6,8,4,6,8
30,4,20,10,4,0,10,12,10
48,0,20,14,0,0,2,8,8
40,8,12,10,10,0,6,6,8
32,8,8,18,4,10,8,8,4
30,4,12,14,10,4,8,12,6
28,4,24,10,4,8,2,10,10
28,4,12,18,10,2,12,10,4
46,4,4,18,0,6,6,6,10
36,8,20,10,0,0,8,10,8
34,8,12,10,8,8,8,8,4
30,8,20,10,10,2,6,12,2
40,8,12,10,2,10,6,6,6
22,2,20,18,8,12,2,6,10
40,2,8,18,8,6,0,10,8
40,4,0,14,10,12,8,12,0
58,2,4,10,2,2,2,10,10
44,2,12,10,4,4,6,8,10
50,0,20,14,2,0,2,8,4
52,0,4,18,8,0,4,6,8
24,0,16,18,4,10,8,12,8
50,6,0,18,10,2,2,6,6
26,8,16,14,2,6,12,10,6
30,4,16,18,6,2,4,12,8
22,0,24,18,8,0,8,10,10
36,4,8,18,6,4,8,12,4
46,4,8,14,6,0,4,12,6
36,8,4,18,10,6,10,6,2
46,4,8,10,6,6,4,10,6
26,6,20,10,6,8,6,10,8
54,4,0,14,2,6,2,10,8
20,2,20,10,10,10,12,12,4
24,6,24,10,10,0,10,6,10
36,2,16,14,10,2,6,6,8
46,8,8,10,2,10,0,10,6
52,8,0,18,2,2,4,6,8
34,0,16,10,6,12,4,8,10
30,4,12,14,10,2,10,12,6
28,0,16,18,4,6,10,8,10
28,8,24,14,2,10,2,10,2
46,4,4,10,4,12,2,12,6
28,2,16,14,2,10,10,8,10
32,8,20,18,6,0,6,10,0
30,4,8,18,8,12,8,6,6
24,8,12,18,10,10,2,12,4
24,2,20,10,10,12,8,6,8
50,8,4,10,2,6,6,8,6
32,2,12,18,0,6,10,10,10
46,4,0,10,10,10,10,6,4
32,2,16,10,2,12,6,10,10
48,8,0,10,8,10,10,6,0
34,4,12,18,8,6,2,6,10
20,6,16,18,6,10,6,12,6
52,2,0,10,4,6,10,10,6
44,2,12,14,8,0,4,8,8
38,0,12,18,8,4,0,12,8
46,6,4,18,6,2,0,12,6
26,8,24,10,0,10,8,12,2
44,6,4,18,0,6,10,8,4
34,0,12,14,6,12,2,12,8
34,8,8,18,6,4,10,8,4
50,4,0,18,4,10,0,10,4
32,6,16,10,4,6,8,10,8
34,8,16,14,6,0,6,6,10
32,0,8,18,8,12,6,10,6
48,8,0,14,10,0,8,10,2
34,4,16,14,8,0,4,10,10
34,8,16,14,2,8,4,6,8
44,4,24,10,0,0,4,6,8
42,4,12,10,4,2,8,10,8
44,0,8,18,0,8,0,12,10
70,2,8,14,0,0,0,6,0
50,4,0,18,6,0,8,8,6
40,4,16,10,2,6,4,8,10
56,0,0,14,4,0,6,12,8
22,2,16,18,4,12,10,12,4
22,0,20,18,6,4,8,12,10
54,0,20,14,0,0,0,8,4
22,6,24,18,8,0,2,10,10
50,2,0,10,0,10,12,10,6
24,8,24,18,0,2,8,6,10
20,4,20,18,8,8,4,10,8
48,0,24,10,0,6,2,6,4
26,8,24,10,8,4,0,10,10
42,8,4,18,0,4,12,12,0
32,8,16,10,0,10,10,10,4
36,8,20,10,0,12,4,6,4
38,8,16,14,0,2,10,6,6
30,2,12,14,10,8,12,6,6
28,2,16,18,2,4,10,10,10
42,0,8,18,0,2,8,12,10
50,2,12,14,2,0,4,6,10
56,2,16,10,2,2,2,6,4
28,8,24,10,6,8,0,12,4
48,4,24,10,4,2,0,6,2
36,4,12,18,0,8,2,10,10
40,4,0,18,10,4,12,12,0
36,8,0,18,10,8,10,10,0
44,6,0,18,4,10,4,8,6
24,8,24,18,4,6,2,10,4
64,0,4,10,6,0,4,6,6
42,6,8,10,8,8,0,12,6
28,8,12,14,4,12,4,12,6
26,8,20,14,6,10,8,8,0
50,2,0,14,0,10,8,8,8
44,4,4,14,8,6,6,10,4
24,8,20,14,6,10,12,6,0
42,8,0,14,0,10,12,10,4
44,4,8,10,6,10,0,10,8
34,6,8,18,8,12,4,6,4
42,4,0,18,2,8,10,10,6
52,2,4,10,2,12,0,10,8
58,0,4,18,4,0,6,6,4
22,0,16,18,4,12,8,10,10
32,0,12,18,6,6,8,10,8
44,6,8,10,8,6,2,10,6
36,8,12,18,2,2,12,6,4
48,0,0,10,8,8,12,8,6
40,8,4,18,4,8,0,12,6
44,8,0,18,10,0,10,8,2
54,8,0,10,0,6,8,8,6
22,8,24,18,4,2,12,8,2
34,8,24,10,6,0,4,8,6
28,6,8,18,8,6,12,10,4
32,6,12,18,8,6,4,8,6
42,8,0,18,10,0,10,10,2
36,4,4,14,10,6,12,12,2
32,0,12,14,4,10,8,12,8
70,0,0,10,0,0,2,10,8
30,8,16,10,10,6,10,6,4
52,0,0,10,10,2,12,8,6
52,4,0,18,6,0,6,8,6
32,4,12,14,4,12,4,12,6
48,2,20,10,2,0,8,6,4
36,8,16,10,4,4,10,8,4
32,8,16,10,8,0,12,12,2
56,0,0,10,4,12,0,12,6
40,8,4,18,10,10,0,10,0
26,0,12,14,8,10,12,12,6
28,8,16,10,8,12,2,12,4
48,8,8,14,2,4,2,6,8
30,4,16,14,8,0,12,8,8
72,0,4,14,0,0,2,8,0
22,0,24,10,2,10,10,12,10
48,8,4,14,2,2,8,6,8
28,6,16,18,6,2,8,6,10
44,0,4,14,10,12,2,8,6
32,4,20,10,10,6,2,6,10
38,4,12,18,4,0,6,8,10
42,6,8,10,4,4,12,8,6
26,0,20,18,0,10,8,8,10
28,4,24,10,6,2,4,12,10
32,4,8,18,10,4,10,8,6
20,8,20,18,2,6,8,8,10
62,2,8,10,6,0,2,8,2
32,6,16,10,10,0,8,12,6
56,4,12,10,0,0,0,10,8
32,8,24,14,6,10,0,6,0
36,6,8,18,8,12,0,8,4
38,0,24,10,6,10,0,10,2
36,6,4,18,8,12,10,6,0
20,6,24,18,4,4,2,12,10
32,4,8,18,4,8,10,12,4
44,4,0,18,4,8,10,12,0
68,0,4,10,2,6,0,6,4
40,4,4,10,6,10,10,12,4
22,8,20,14,8,4,4,12,8
28,4,12,14,8,12,10,6,6
50,4,0,10,0,10,10,10,6
32,8,16,14,0,4,8,12,6
28,8,24,14,0,6,4,10,6
42,6,12,14,4,6,0,8,8
50,6,4,14,0,2,8,8,8
20,6,16,18,10,8,10,6,6
36,4,12,10,6,12,6,6,8
44,2,24,10,4,4,2,10,0
50,6,4,18,2,2,0,10,8
48,8,0,18,2,12,2,10,0
22,8,20,14,6,4,8,10,8
28,8,20,14,2,4,12,12,0
48,8,4,14,4,0,10,6,6
40,2,8,14,2,12,4,8,10
30,8,20,10,4,4,10,12,2
48,2,0,18,2,2,12,12,4
60,4,4,10,0,0,4,8,10
30,8,16,14,0,8,10,8,6
40,2,4,14,8,8,12,6,6
52,0,20,10,0,0,6,6,6
26,6,24,14,10,0,2,8,10
22,8,24,14,10,4,0,12,6
68,4,0,10,4,0,2,8,4
50,6,4,10,4,12,0,6,8
52,0,4,10,8,0,10,6,10
52,2,4,18,8,0,0,10,6
38,2,8,14,0,12,6,12,8
28,8,24,10,4,2,6,12,6
56,2,12,10,8,2,0,6,4
36,6,8,18,2,2,12,10,6
34,8,4,14,10,6,12,12,0
62,2,0,14,4,2,2,6,8
44,4,0,18,4,6,12,8,4
24,4,16,18,10,2,8,12,6
28,8,24,10,6,0,2,12,10
50,6,4,10,0,6,10,6,8
46,0,20,10,2,4,4,6,8
26,8,24,10,2,8,10,6,6
52,2,24,10,0,0,0,8,4
50,4,0,18,4,8,4,8,4
36,2,24,18,4,0,0,6,10
48,6,12,10,0,0,4,10,10
64,0,0,10,6,0,0,12,8
32,2,16,14,6,0,12,10,8
42,4,24,14,0,0,0,8,8
42,2,8,18,8,0,6,8,8
30,4,20,10,10,10,0,6,10
32,6,12,14,10,10,4,8,4
28,8,24,18,4,2,2,12,2
50,6,4,18,6,0,2,6,8
48,8,4,14,0,0,12,6,8
44,0,8,18,6,0,10,6,8
50,2,20,10,4,2,0,12,0
30,8,24,10,6,4,8,10,0
46,0,24,10,0,4,4,6,6
20,4,20,14,8,6,12,10,6
46,0,0,10,10,8,12,12,2
48,6,0,18,8,2,10,8,0
44,2,4,18,6,6,4,10,6
46,0,8,10,8,0,8,12,8
40,8,4,18,10,10,2,6,2
22,2,20,14,8,10,10,6,8
40,0,8,18,8,2,8,8,8
22,0,20,18,4,6,8,12,10
44,6,4,18,4,4,10,6,4
40,2,12,10,10,0,10,8,8
34,4,16,14,0,10,0,12,10
36,4,8,18,10,8,4,6,6
46,0,24,10,0,2,4,8,6
46,2,8,10,0,4,10,12,8
46,6,4,10,6,10,6,8,4
52,8,0,10,0,10,12,6,2
56,0,4,18,6,0,2,6,8
26,4,12,18,10,4,10,12,4
28,6,24,10,4,6,0,12,10
44,0,0,18,0,10,12,10,6
32,8,12,10,4,8,12,8,6
62,0,8,10,4,2,0,6,8
40,8,8,14,8,2,6,8,6
26,6,16,18,6,10,0,10,8
34,8,12,10,8,10,10,6,2
52,6,0,18,6,4,0,8,6
34,0,8,18,0,12,12,8,8
22,2,20,14,10,6,6,12,8
44,8,8,14,4,0,8,6,8
38,2,12,18,10,0,4,8,8
52,0,0,10,6,6,10,8,8
40,0,8,18,10,0,10,8,6
38,2,8,10,8,12,6,12,4
38,2,12,18,2,2,8,8,10
26,0,20,14,0,10,8,12,10
22,4,20,14,8,8,8,6,10
32,6,8,14,6,10,10,10,4
26,8,16,18,4,10,10,6,2
20,6,24,14,10,4,4,8,10
